"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Our Decision Support Tool is showcased on the U.S. Climate Resilience Toolkit, along with 100's of others! #climate… https://t.co/0qjb8tyE3h",FALSE,0,NA,2016-12-16 17:34:13,TRUE,NA,"809813898853388288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CoastResilience",0,FALSE,FALSE,NA,NA
"Well said @KHayhoe #AGU16 #climate https://t.co/HHjyZRLfE4",FALSE,2,NA,2016-12-16 17:33:59,FALSE,NA,"809813837473923073",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CCLsaltlake",1,FALSE,FALSE,NA,NA
"RT @sierraclub: Feeling a chill? Blame the polar vortex. And #climate change. https://t.co/SAfY9sJpZr (via @NYTimes)",FALSE,0,NA,2016-12-16 17:33:56,FALSE,NA,"809813826623287296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bvbarmy2015",5,TRUE,FALSE,NA,NA
"RT @planetaid: What's Next for Climate Action? | via @sciam https://t.co/KvXugXYwfI #climate #climatechange #climateaction https://t.co/Dth…",FALSE,0,NA,2016-12-16 17:33:28,FALSE,NA,"809813708931301376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","climatemessages",2,TRUE,FALSE,NA,NA
"RT @NCP_Brussels: NCP is hiring! Experience NCP Advisor in the #Climate action, #Environment, #Resource Efficiency and Raw #Materials https…",FALSE,0,NA,2016-12-16 17:33:16,FALSE,NA,"809813657207062528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NCP_Brussels",1,TRUE,FALSE,NA,NA
"RT @ProSyn: How do you convince a #climate skeptic to take climate action? Focus on the economy https://t.co/qU3FkPzW6F",FALSE,0,NA,2016-12-16 17:33:07,FALSE,NA,"809813621693906944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmirOmeragi",3,TRUE,FALSE,NA,NA
"#FollowFriday @AndreaLearned #cities #climate #women4climate #sustainability https://t.co/7NulQRcY3t",FALSE,0,NA,2016-12-16 17:32:22,FALSE,NA,"809813433831096320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adam_sulkowski",0,FALSE,FALSE,NA,NA
"RT @AllanMargolin: #Christmas #Climate Cartoon: Will #ClimateChange Make #Santa Look For A New Workshop HQ? @ohiomail @suekhi @BenWest @set…",FALSE,0,NA,2016-12-16 17:31:30,FALSE,NA,"809813213357305857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PhoebePhoebet",16,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:31:30,FALSE,NA,"809813213000896512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CORRUPTION_FRE",13,TRUE,FALSE,NA,NA
"RT @tthor21: Where #climate investment originates: @BloombergNEF's massively powerful #climatescope 2016 tool launched! cc @kkrader @SustDe…",FALSE,0,NA,2016-12-16 17:31:27,FALSE,NA,"809813199864418304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saratraerup",4,TRUE,FALSE,NA,NA
"RT @DavidTheroux: Trump secret weapon to reverse Obama on climate https://t.co/73UmcSEVMD #green #climate #trump #draintheswamp #tcot #scie…",FALSE,0,NA,2016-12-16 17:31:23,FALSE,NA,"809813183338672128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mysticeagle1",1,TRUE,FALSE,NA,NA
"RT @Jayward7: British tree cover compared to Europe. We need to do more. #trees #climate #forest #woodlands. @Labourstone https://t.co/o5Pg…",FALSE,0,NA,2016-12-16 17:31:13,FALSE,NA,"809813143127990272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ItsMeTinaD",86,TRUE,FALSE,NA,NA
".@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedCabinet",FALSE,0,NA,2016-12-16 17:30:45,FALSE,NA,"809813024622211072",NA,"<a href=""https://www.cotten.io"" rel=""nofollow"">PT_US_Congress [Broadcaster]</a>","PT_US_Congress",0,FALSE,FALSE,NA,NA
"RT @wef: #Climate change hotspots: what they are and why they matter https://t.co/hZVwB06Mtr https://t.co/OmYc0hUnUz",FALSE,0,NA,2016-12-16 17:30:37,FALSE,NA,"809812993747783680",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeetu_bhakta",20,TRUE,FALSE,NA,NA
"RT @MattHourihan: ...then read this from @vsiv and @ProfDavidHart on an innovation-led (vs. regulatory) #climate &amp; energy strategy.  https:…",FALSE,0,NA,2016-12-16 17:30:23,FALSE,NA,"809812935161839616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ProfDavidHart",2,TRUE,FALSE,NA,NA
"What's Next for Climate Action? | via @sciam https://t.co/KvXugXYwfI #climate #climatechange #climateaction https://t.co/Dth5nPx6vT",FALSE,1,NA,2016-12-16 17:30:23,FALSE,NA,"809812934914428929",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","planetaid",2,FALSE,FALSE,NA,NA
"RT @ANativeAngeleno: Climate science helps direct #climate solutions. Register for the CA #ClimateChange Symposium. https://t.co/DAFRWBPyvK…",FALSE,0,NA,2016-12-16 17:30:04,FALSE,NA,"809812851351130112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ClimateResolve",2,TRUE,FALSE,NA,NA
"RT @MargaretAtwood: The gap between ambition and action on #climate : https://t.co/6EEKZua56E  #carbon More solutions needed!",FALSE,0,NA,2016-12-16 17:30:01,FALSE,NA,"809812840240611328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aholyghost1",9,TRUE,FALSE,NA,NA
"RT @deepgreendesign: #Environment &amp; #Climate eDaily — https://t.co/h0vOzkqPmY — #CdnPoli #FNPoli Tshishatshitin @WBG_Transport @TwitTwitCat…",FALSE,0,NA,2016-12-16 17:29:40,FALSE,NA,"809812750784458752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CleanEnergyNext",2,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:28:35,FALSE,NA,"809812481409302528",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Miss_bk",13,TRUE,FALSE,NA,NA
"#Environment &amp; #Climate eDaily — https://t.co/LsJhc5PXsk — #CdnPoli #FNPoli Tshishatshitin @DangrusDana @loudorf @womanatmile0 #environment",FALSE,0,NA,2016-12-16 17:28:16,FALSE,NA,"809812399918346240",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","deepgreendesign",0,FALSE,FALSE,NA,NA
"Full #ArcticReportCard available here. Check it out #Arctic #science #seaice #climate https://t.co/zIKp8HuFW0",FALSE,0,NA,2016-12-16 17:28:08,FALSE,NA,"809812368641392641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gosiasmieszek",0,FALSE,FALSE,NA,NA
"#Mission:#Climate @ home &gt; Use less hot water #ClimateChange #Tip #EarthRightNow",FALSE,0,NA,2016-12-16 17:28:01,FALSE,NA,"809812339402776576",NA,"<a href=""http://www.missionclimate.com/"" rel=""nofollow"">Mission:Climate</a>","MissionClimate",0,FALSE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:27:40,FALSE,NA,"809812249049178114",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kmitchellauthor",13,TRUE,FALSE,NA,NA
"RT @climatehawk1: ""Investing heavyweights moving assets and funds out of fossil fuels at record pace.""
https://t.co/4tFJnbrgrF #climate htt…",FALSE,0,NA,2016-12-16 17:27:29,FALSE,NA,"809812201250951168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohnSnowai",106,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:27:21,FALSE,NA,"809812169009274880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hepal",13,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:26:44,FALSE,NA,"809812012712808449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","take1theirsmall",13,TRUE,FALSE,NA,NA
"RT @wef: #Climate change hotspots: what they are and why they matter https://t.co/hZVwB06Mtr https://t.co/OmYc0hUnUz",FALSE,0,NA,2016-12-16 17:25:56,FALSE,NA,"809811813726556160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shruti_joshi1",20,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:25:56,FALSE,NA,"809811812782866434",NA,"<a href=""http://gplus.to/carbonandroid"" rel=""nofollow"">Carbon v2</a>","mo_lazarus",13,TRUE,FALSE,NA,NA
"RT @SimonHoyte: Positive news! POSITIVE NEWS!! https://t.co/wuMyjsq3JH #climate",FALSE,0,NA,2016-12-16 17:25:49,FALSE,NA,"809811784295186434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anouskaperram",1,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:25:23,FALSE,NA,"809811675864039424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HannaSwit",13,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:25:23,FALSE,NA,"809811675511566337",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Beth_ro",13,TRUE,FALSE,NA,NA
"RT @AllanMargolin: #Climate Crusader: Sanders blasts Trump's 'rigged Cabinet' in tweet storm https://t.co/rukSLVXDZZ via @thehill @Progress…",FALSE,0,NA,2016-12-16 17:24:57,FALSE,NA,"809811567533400064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brontyman",2,TRUE,FALSE,NA,NA
"RT @AllanMargolin: #Climate Denying Senator &amp; Well Paid #FossilFuel Shill #Inhofe LOVES the Trump Team https://t.co/nozJLWd15h via @grist…",FALSE,0,NA,2016-12-16 17:24:51,FALSE,NA,"809811541377695744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","brontyman",3,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:24:38,FALSE,NA,"809811487405510657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bevlanne",13,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:24:31,FALSE,NA,"809811457647005696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tracemick",13,TRUE,FALSE,NA,NA
"RT @SenMarkey: .@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedC…",FALSE,0,NA,2016-12-16 17:24:27,FALSE,NA,"809811440039325700",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamsmcgowan",13,TRUE,FALSE,NA,NA
"RT @WRIcities: Solutions that are good for #cities are good for #climate action: @SamAdamsWRI @nytimes https://t.co/vw9mpkyezX",FALSE,0,NA,2016-12-16 17:24:24,FALSE,NA,"809811428651782144",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CleanEnergyNext",3,TRUE,FALSE,NA,NA
"RT @wef: #Climate change hotspots: what they are and why they matter https://t.co/hZVwB06Mtr https://t.co/OmYc0hUnUz",FALSE,0,NA,2016-12-16 17:24:23,FALSE,NA,"809811424306429952",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","benitezfm",20,TRUE,FALSE,NA,NA
"RT @PeterGleick: Despite the recent empowerment of #climate deniers, remember this:

The climate's changing
We caused it
We're sure
It's ba…",FALSE,0,NA,2016-12-16 17:23:39,FALSE,NA,"809811237198438400",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Nimasema",54,TRUE,FALSE,NA,NA
"RT @maxgattoni: #Climate change hotspots: what they are and why they matter https://t.co/lmbLW60f3A https://t.co/m3oiY3eioi",FALSE,0,NA,2016-12-16 17:23:34,FALSE,NA,"809811219410362369",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","alonimgweno2",1,TRUE,FALSE,NA,NA
"RT @PaulEDawson: Scientists are frantically copying U.S. #climate #data, fearing it might vanish with Trump - https://t.co/Ma1MJdI3Oq",FALSE,0,NA,2016-12-16 17:23:19,FALSE,NA,"809811155971637249",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","marshall11_m",18,TRUE,FALSE,NA,NA
".@realDonaldTrump's cabinet wish list:
<U+2713> nominate billionaires  
<U+2713> nominate polluters 
<U+2713> nominate #climate deniers

#RiggedCabinet",FALSE,34,NA,2016-12-16 17:23:15,FALSE,NA,"809811139295113216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SenMarkey",13,FALSE,FALSE,NA,NA
"RT @WorldResources: Mayors and governors determined to continue policies and plans already adopted to address #climate change @nytimes http…",FALSE,0,NA,2016-12-16 17:23:13,FALSE,NA,"809811127559483392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoaoCautiero",10,TRUE,FALSE,NA,NA
"RT @wef: #Climate change hotspots: what they are and why they matter https://t.co/hZVwB06Mtr https://t.co/OmYc0hUnUz",FALSE,0,NA,2016-12-16 17:23:01,FALSE,NA,"809811079916355584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","liberalfish",20,TRUE,FALSE,NA,NA
"RT @ClimateTruthNow: The myth of man-made global warming has been busted: https://t.co/j6EMk0AGmI #climate",FALSE,0,NA,2016-12-16 17:22:55,FALSE,NA,"809811053500506112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","what_ever_1",10,TRUE,FALSE,NA,NA
"https://t.co/DdSnB04qDc and we're live! Follow our page to know #smog is fucking up our #climate . #climatechange #airpollution #climatetalk",FALSE,1,NA,2016-12-16 17:22:50,FALSE,NA,"809811033883836417",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","smogistan",0,FALSE,FALSE,NA,NA
"RT @takvera: Latest @ametsoc special report on 2015 events on Explaining #ExtremeWeather Events from a #Climate Perspective https://t.co/XM…",FALSE,0,NA,2016-12-16 17:21:37,FALSE,NA,"809810725732581376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adamjohnstonwpg",5,TRUE,FALSE,NA,NA
"Trump secret weapon to reverse Obama on climate https://t.co/73UmcSEVMD #green #climate #trump #draintheswamp #tcot #science #climatechange",FALSE,0,NA,2016-12-16 17:21:34,FALSE,NA,"809810714244190208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DavidTheroux",1,FALSE,FALSE,NA,NA
"RT @ChristopherNFox: Russia wins if Trump retreats on #climate change https://t.co/kNbfJRMddi via @BV",FALSE,0,NA,2016-12-16 17:21:22,FALSE,NA,"809810665577783296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AlyssaJohl",1,TRUE,FALSE,NA,NA
"Leave #fossil #fuels in the ground. https://t.co/xAmVRm5P1w #sustainability #climate #environment",FALSE,1,NA,2016-12-16 17:21:09,FALSE,NA,"809810610544328706",NA,"<a href=""http://www.tweetjukebox.com"" rel=""nofollow"">Tweet Jukebox</a>","fishnure",0,FALSE,FALSE,NA,NA
"RT @wef: #Climate change hotspots: what they are and why they matter https://t.co/hZVwB06Mtr https://t.co/OmYc0hUnUz",FALSE,0,NA,2016-12-16 17:21:00,FALSE,NA,"809810573688868864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GauravToYou",20,TRUE,FALSE,NA,NA
"RT @MargaretAtwood: The gap between ambition and action on #climate : https://t.co/6EEKZua56E  #carbon More solutions needed!",FALSE,0,NA,2016-12-16 17:20:58,FALSE,NA,"809810562477596672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SaultgirlDonna",9,TRUE,FALSE,NA,NA
"RT @maximaxoo: The latest Maxinews! https://t.co/HuCtzyTH2z Thanks to @KLlewellin @dailygalaxy #science #climate",FALSE,0,NA,2016-12-16 17:20:21,FALSE,NA,"809810407540006912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KLlewellin",16,TRUE,FALSE,NA,NA
"Alleged ""Superstorm"" Sandy was not even at hurricane strength when it made landfall in 2012. #climate",FALSE,0,NA,2016-12-16 17:20:14,FALSE,NA,"809810379337502720",NA,"<a href=""http://02cd446.netsolhost.com/poli/hoc.html"" rel=""nofollow"">The Long Road</a>","ClimateTruthNow",0,FALSE,FALSE,NA,NA
"RT @wef: #Climate change hotspots: what they are and why they matter https://t.co/hZVwB06Mtr https://t.co/OmYc0hUnUz",FALSE,0,NA,2016-12-16 17:19:48,FALSE,NA,"809810269492940801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","INCOMESCO",20,TRUE,FALSE,NA,NA
"RT @Zika_News: #Zika: Yes, Zika will soon spread in the United States. But it won’t be a disa... #climate https://t.co/Zyi7Be9Mbk https://t…",FALSE,0,NA,2016-12-16 17:19:39,FALSE,NA,"809810230964060160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","total_pest",2,TRUE,FALSE,NA,NA
"The Private Sector May Lead the Charge Against #Climate Change During the Trump Administration https://t.co/BwTPB47DOg via @greentechmedia",FALSE,1,NA,2016-12-16 17:19:11,FALSE,NA,"809810113682763776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cwfranklin13",0,FALSE,FALSE,NA,NA
"RT @CalPERS: ""When you see the world's central bankers focus on #climate risk reporting, you know it has gone mainstream"" @AnneSimpsonUSA #…",FALSE,0,NA,2016-12-16 17:18:54,FALSE,NA,"809810044887953408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SueAuthor",28,TRUE,FALSE,NA,NA
"The latest Cheryl's News and Happenings! https://t.co/7GAW4tF07I Thanks to @TheBiancaDelRio #climate",FALSE,0,NA,2016-12-16 17:18:52,FALSE,NA,"809810036377747456",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","ppl_cheryl63",0,FALSE,FALSE,NA,NA
"RT @citizensclimate: Dots connected: Scientists are tying more and more extreme events to a changing #climate https://t.co/sexwQI4sKa @chel…",FALSE,0,NA,2016-12-16 17:18:39,FALSE,NA,"809809980325031936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dansisken",7,TRUE,FALSE,NA,NA
"RT @LizKoslov: Big news on retreat: interagency working group on ""community-led managed retreat &amp; voluntary relocation"" #climate #adaptatio…",FALSE,0,NA,2016-12-16 17:18:14,FALSE,NA,"809809876377595904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lydiatiderose",3,TRUE,FALSE,NA,NA
